submission_id,problem_id,outcome,classification,stderr_tail
s696968228,p03546,FAILED,OTHER,"sformer-defect-prediction\data\processed\sources\p03546\C++\s696968228.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03546\C++\s696968228.cpp:486:24: error: 'b' was not declared in this scope
   V<V<int>> a(a,V<int>(b));
                        ^
"
s773528927,p02789,FAILED,OTHER,"cessed\sources\p02789\C++\s773528927.cpp:10:9: error: 's' was not declared in this scope
         s = ""No"";
         ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02789\C++\s773528927.cpp:11:13: error: 's' was not declared in this scope
     cout << s << endl;
             ^
"
s605759805,p03059,FAILED,OTHER,"ources\p03059\C++\s605759805.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03059\C++\s605759805.cpp:15:30: error: 'bestval' was not declared in this scope
             if (v[p] > c[p]) bestval += v[p] - c[p];
                              ^~~~~~~
"
s761982480,p02623,FAILED,OTHER,"ion/substitution failed:
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02623\C++\s761982480.cpp:24:25: note:   mismatched types 'const __gnu_cxx::__normal_iterator<_IteratorL, _Container>' and 'll {aka long long int}'
     while(b[j] > k - a[i]) j--;
                         ^
"
s155856433,p03848,FAILED,OTHER,"ram
 ï½�
   ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03848\C++\s155856433.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03848\C++\s155856433.cpp:78:13: error: expected '}' at end of input
     return 0;
             ^
"
s793755106,p03573,FAILED,OTHER,"03573\C++\s793755106.cpp:8:3: error: 'else' without a previous 'if'
   else(a == c) cout << b << endl;
   ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03573\C++\s793755106.cpp:8:16: error: expected ';' before 'cout'
   else(a == c) cout << b << endl;
                ^~~~
"
s592473092,p03534,FAILED,OTHER,"fect-prediction\data\processed\sources\p03534\C++\s592473092.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03534\C++\s592473092.cpp:16:13: error: 'min_element' is not a member of 'std'
   int mi = *std::min_element( cnt, cnt+3 );
             ^~~
"
s547167635,p02829,FAILED,OTHER,"transformer-defect-prediction\data\processed\sources\p02829\C++\s547167635.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02829\C++\s547167635.cpp:17:23: error: 'i' was not declared in this scope
         printf(""%d\n"",i);
                       ^
"
s949249605,p00910,FAILED,OTHER,"_check_length(size_type(0), __n, ""basic_string::append"");
  ~~~~~~~~~~~~~~~^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\bits\basic_string.h:1115:18: error: '_M_append' was not declared in this scope
  return _M_append(__s, __n);
         ~~~~~~~~~^~~~~~~~~~
"
s222430021,p01339,FAILED,OTHER,"tion\data\processed\sources\p01339\C++\s222430021.cpp:85:14: error: 'ancode' was not declared in this scope
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01339\C++\s222430021.cpp:85:22: error: 'p' was not declared in this scope
 void acclear(ancode *p){
                      ^
"
s740302292,p01540,COMPILED_CLEAN,,
s758137849,p02846,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02846\C++\s758137849.cpp:1:17: fatal error: pch.h: No such file or directory
 #include ""pch.h""
                 ^
compilation terminated.
"
s359878734,p01438,FAILED,OTHER,"             ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01438\C++\s359878734.cpp: In function 'void _memset()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01438\C++\s359878734.cpp:82:3: error: 'Q' was not declared in this scope
   Q[i] = 0;
   ^
"
s634326722,p03972,FAILED,OTHER,"\processed\sources\p03972\C++\s634326722.cpp:38:5: error: 'dp' was not declared in this scope
     dp[1][1] = 2 * p[0] + q[0];
     ^~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03972\C++\s634326722.cpp:40:3: error: 'dp' was not declared in this scope
   dp[0][0] = 1;
   ^~
"
s256982672,p03475,FAILED,OTHER,"56982672.cpp:9:20: error: expected ')' before ';' token
 for(int j=I;j<n;j++;){
                    ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03475\C++\s256982672.cpp:9:21: error: expected primary-expression before ')' token
 for(int j=I;j<n;j++;){
                     ^
"
s913264216,p03752,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03752\C++\s913264216.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03752\C++\s913264216.cpp:37:1: error: expected '}' at end of input
 }
 ^
"
s366797052,p03421,FAILED,OTHER,"ction\data\processed\sources\p03421\C++\s366797052.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03421\C++\s366797052.cpp:30:13: error: conversion from 'int' to non-scalar type 'std::vector<long long int>' requested
     vi ans=-1;
             ^
"
s027339361,p03995,FAILED,OTHER,"ces\p03995\C++\s027339361.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03995\C++\s027339361.cpp:9:10: error: '___map' was not declared in this scope
   memset(___map, -1, (unsigned long long)100001 * (unsigned long long)100001);
          ^~~~~~
"
s411374784,p00154,COMPILED_CLEAN,,
s951969584,p01743,COMPILED_CLEAN,,"-defect-prediction\data\processed\sources\p01743\C++\s951969584.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01743\C++\s951969584.cpp:47:15: warning: left shift count >= width of type [-Wshift-count-overflow]
  ll fa = 1 << 60;
               ^~
"
s868685167,p02113,FAILED,OTHER,"fect-prediction\data\processed\sources\p02113\C++\s868685167.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02113\C++\s868685167.cpp:46:29: error: 'sort' was not declared in this scope
   sort(str.begin(),str.end());
                             ^
"
s480386693,p03075,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03075\C++\s480386693.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03075\C++\s480386693.cpp:19:1: error: expected ';' before '}' token
 }
 ^
"
s771232448,p00497,FAILED,LINKER,"c:/mingw/bin/../lib/gcc/mingw32/6.3.0/../../../libmingw32.a(main.o):(.text.startup+0xa0): undefined reference to `WinMain@16'
collect2.exe: error: ld returned 1 exit status
"
s126616793,p00902,FAILED,OTHER,"red in this scope
         assert(vcommon.size()>1);
                                ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00902\C++\s126616793.cpp:314:30: error: 'assert' was not declared in this scope
         assert(tangc.size()>1);
                              ^
"
s174645441,p02568,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02568\C++\s174645441.cpp:5:23: fatal error: atcoder/all: No such file or directory
 #include <atcoder/all>
                       ^
compilation terminated.
"
s890942762,p02615,FAILED,OTHER,"90942762.cpp:31:13: error: 'res' was not declared in this scope
             res+=min(a[i-1],a[i-2]);
             ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02615\C++\s890942762.cpp:34:11: error: 'res' was not declared in this scope
     cout<<res<<endl;
           ^~~
"
s194129472,p03240,FAILED,OTHER,"sformer-defect-prediction\data\processed\sources\p03240\C++\s194129472.cpp:98:85: error: expected ')' before 'break'
         if(a[i].first != max(H-abs(i-a[k].second.first)-abs(j-a[i].second.second),0)break;
                                                                                     ^~~~~
"
s145201227,p02730,FAILED,OTHER,"plate argument deduction/substitution failed:
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02730\C++\s145201227.cpp:21:30: note:   'std::basic_ostream<char>' is not derived from 'const std::pair<_T1, _T2>'
   if(a&&b&&c) cout << ""Yes"" <endl;
                              ^~~~
"
s653886675,p03841,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03841\C++\s653886675.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03841\C++\s653886675.cpp:7:3: error: 'reutrn' was not declared in this scope
   reutrn 0;
   ^~~~~~
"
s230635984,p02506,FAILED,OTHER,"ion/substitution failed:
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02506\C++\s230635984.cpp:26:60: note:   candidate expects 5 arguments, 4 provided
   transform(line.begin(), line.end(), line.begin(), tolower);
                                                            ^
"
s326924119,p02534,FAILED,OTHER,"4\C++\s326924119.cpp:44:9: error: 'st' was not declared in this scope
         st.insert(parent[i]);
         ^~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02534\C++\s326924119.cpp:46:11: error: 'st' was not declared in this scope
     cout<<st.size()-1<<""\n"";
           ^~
"
s453207906,p03973,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03973\C++\s453207906.cpp:1:1: error: 'ok' does not name a type
 ok
 ^~
"
s178318614,p01284,COMPILED_CLEAN,,
s149692708,p03652,FAILED,OTHER,"rocessed\sources\p03652\C++\s149692708.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03652\C++\s149692708.cpp:29:34: error: missing template arguments before '(' token
     vector<deque<int>> a(n, deque(m, 0));
                                  ^
"
s023888064,p01286,FAILED,OTHER,"\sources\p01286\C++\s023888064.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01286\C++\s023888064.cpp:183:19: error: 'class PushRelabel<int>' has no member named 'max_flow'
         cout << d.max_flow(al,al+1) << ""\n"";
                   ^~~~~~~~
"
s801877880,p00148,FAILED,OTHER,"ithub\transformer-defect-prediction\data\processed\sources\p00148\C++\s801877880.cpp:9:44: error: invalid operands of types 'int' and '<unresolved overloaded function type>' to binary 'operator<<'
   cout<<""3C""<<(count/10==0)?""0""+count:count<<endl;
                                       ~~~~~^~~~~~
"
s144102148,p00919,COMPILED_CLEAN,,
s354730880,p00112,FAILED,OTHER,"\processed\sources\p00112\C++\s354730880.cpp:26:4: error: 'ans' was not declared in this scope
    ans += a;
    ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00112\C++\s354730880.cpp:29:11: error: 'ans' was not declared in this scope
   cout << ans << endl;
           ^~~
"
s227393561,p02760,FAILED,OTHER,"xpected '}' at end of input
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02760\C++\s227393561.cpp:148:1: error: expected '}' at end of input
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02760\C++\s227393561.cpp:148:1: error: expected '}' at end of input
"
s907719758,p00711,COMPILED_CLEAN,,
s816933284,p02372,FAILED,OTHER,"er-defect-prediction\data\processed\sources\p02372\C++\s816933284.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02372\C++\s816933284.cpp:28:25: error: void value not ignored as it ought to be
  g.assign(n,vector<P>(0));
                         ^
"
s403157064,p03028,FAILED,OTHER,"prediction\data\processed\sources\p03028\C++\s403157064.cpp:11:11: error: a function-definition is not allowed here before '{' token
 int main(){
           ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03028\C++\s403157064.cpp:27:1: error: expected '}' at end of input
 }
 ^
"
s230130981,p03554,FAILED,OTHER," In member function 'int SegTree::query(int, int, int, int, int)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03554\C++\s230130981.cpp:38:34: error: 'INT_MAX' was not declared in this scope
     if (r <= a || b <= l) return INT_MAX;
                                  ^~~~~~~
"
s533591002,p01627,COMPILED_CLEAN,,
s301557544,p01192,FAILED,OTHER,"   ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01192\C++\s301557544.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01192\C++\s301557544.cpp:22:10: error: 'whwile' was not declared in this scope
  whwile(1){
          ^
"
s676246451,p03956,FAILED,OTHER,"46451.cpp:1:
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\bits\stl_iterator_base_funcs.h:205:5: note:                 template<class _ForwardIterator> _ForwardIterator std::next(_ForwardIterator, typename std::iterator_traits<_Iter>::difference_type)
     next(_ForwardIterator __x, typename
     ^~~~
"
s346504270,p02233,FAILED,OTHER,":\Dev\Github\transformer-defect-prediction\data\processed\sources\p02233\C++\s346504270.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02233\C++\s346504270.cpp:14:15: error: 'a' was not declared in this scope
 printf(""%d\n"",a[n]);
               ^
"
s391527030,p04001,FAILED,LINKER,"c:/mingw/bin/../lib/gcc/mingw32/6.3.0/../../../libmingw32.a(main.o):(.text.startup+0xa0): undefined reference to `WinMain@16'
collect2.exe: error: ld returned 1 exit status
"
s558640283,p01137,FAILED,OTHER,"\data\processed\sources\p01137\C++\s558640283.cpp:2:1: error: 'import' does not name a type
 import java.util.Scanner;
 ^~~~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01137\C++\s558640283.cpp:7:1: error: expected unqualified-id before 'public'
 public class Main{
 ^~~~~~
"
s251218038,p02492,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02492\C++\s251218038.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02492\C++\s251218038.cpp:5:10: error: expected unqualified-id before ';' token
  int x,y,;
          ^
"
s741856811,p00723,FAILED,OTHER,"prediction\data\processed\sources\p00723\C++\s741856811.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00723\C++\s741856811.cpp:20:30: error: 'reverse' was not declared in this scope
     reverse(f.begin(),f.end());
                              ^
"
s639932027,p02626,FAILED,OTHER,"nction returning 'void' [-fpermissive]
         return -1;
                 ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02626\C++\s639932027.cpp:126:17: error: return-statement with a value, in function returning 'void' [-fpermissive]
         return -1;
                 ^
"
s617259956,p03934,COMPILED_CLEAN,,
s790533602,p02730,FAILED,OTHER,"790533602.cpp:8:3: error: expected ',' or ';' before 'for'
   for (int i = 0; i < N - i; i++){
   ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02730\C++\s790533602.cpp:8:19: error: 'i' was not declared in this scope
   for (int i = 0; i < N - i; i++){
                   ^
"
s537398805,p03454,FAILED,OTHER,"\transformer-defect-prediction\data\processed\sources\p03454\C++\s537398805.cpp: In function 'void Solve()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03454\C++\s537398805.cpp:78:9: error: 'val' was not declared in this scope
         val = S - up * (dig + 1);
         ^~~
"
s900807360,p03161,FAILED,OTHER,"er-defect-prediction\data\processed\sources\p03161\C++\s900807360.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03161\C++\s900807360.cpp:16:19: error: 'INT_MAX' was not declared in this scope
             dp[i]=INT_MAX;
                   ^~~~~~~
"
s780788386,p02024,FAILED,OTHER,":
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02024\C++\s780788386.cpp:15:37: error: expression cannot be used as a function
  if (a%2!=0&&b%2!=0(c == 1 || d == 1) && ((c == (a + 1) / 2) || (d == (a + 1) / 2))) { cout << ""No"" << endl; }
                                     ^
"
s577760386,p02874,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02874\C++\s577760386.cpp:1:17: fatal error: pch.h: No such file or directory
 #include ""pch.h""
                 ^
compilation terminated.
"
s168727654,p00557,FAILED,OTHER,"ev\Github\transformer-defect-prediction\data\processed\sources\p00557\C++\s168727654.cpp: In function 'int dfs(int, int)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00557\C++\s168727654.cpp:8:6: error: 'm1' was not declared in this scope
   if(m1[y][x]>0)return 0;
      ^~
"
s480621013,p01887,FAILED,OTHER,"rror: request for member 'clear' in 'dp', which is of non-class type 'int [10100]'
  dp.clear();
     ^~~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01887\C++\s480621013.cpp:49:18: error: 'query' was not declared in this scope
   dp[i]=query(i-1)+v[i];
                  ^
"
s957152661,p03480,FAILED,OTHER,"-defect-prediction\data\processed\sources\p03480\C++\s957152661.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03480\C++\s957152661.cpp:32:20: error: 'cnt2' was not declared in this scope
  cout << max(cnt1, cnt2) << endl;
                    ^~~~
"
s051485326,p03077,FAILED,OTHER,"nt]':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03077\C++\s051485326.cpp:10:21:   required from here
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\bits\stl_algobase.h:246:17: error: '__comp' cannot be used as a function
       if (__comp(__b, __a))
           ~~~~~~^~~~~~~~~~
"
s834670924,p03206,FAILED,OTHER,"thub\transformer-defect-prediction\data\processed\sources\p03206\C++\s834670924.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03206\C++\s834670924.cpp:23:14: error: 'a' was not declared in this scope
     ll ans = a[k - 1] - a[0];
              ^
"
s911688269,p01903,COMPILED_CLEAN,,
s964919543,p00149,FAILED,OTHER,"ormer-defect-prediction\data\processed\sources\p00149\C++\s964919543.cpp:9:8: error: expected primary-expression before 'else'
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00149\C++\s964919543.cpp:10:2: error: 'else' without a previous 'if'
  else if(lef<1.1)leye[2]++;
  ^~~~
"
s101106143,p00788,COMPILED_CLEAN,,
s288497861,p02399,FAILED,OTHER,"\Dev\Github\transformer-defect-prediction\data\processed\sources\p02399\C++\s288497861.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02399\C++\s288497861.cpp:8:5: error: expected ';' before 'cout'
     cout<<x/y<<"" ""<<x%y<<"" ""<<z<<endl;
     ^~~~
"
s091874264,p02125,COMPILED_CLEAN,,
s228750889,p03235,COMPILED_CLEAN,,
s089997585,p03812,COMPILED_CLEAN,,
s635752510,p03335,FAILED,OTHER,"                                 ^~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03335\C++\s635752510.cpp:65:51: error: 'ansy' was not declared in this scope
  for (int i=1;i<=now;i++)printf(""%d %d\n"",ansx[i],ansy[i]);
                                                   ^~~~
"
s864009875,p03667,FAILED,OTHER,"thub\transformer-defect-prediction\data\processed\sources\p03667\C++\s864009875.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03667\C++\s864009875.cpp:30:15: error: 'posa' was not declared in this scope
             b[posa]--;
               ^~~~
"
s634396756,p01848,COMPILED_CLEAN,,
s105278687,p03379,FAILED,OTHER,"efect-prediction\data\processed\sources\p03379\C++\s105278687.cpp: In function 'int main(int, char**)':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03379\C++\s105278687.cpp:15:23: error: 'sort' was not declared in this scope
  sort(begin(X), end(X));
                       ^
"
s669550330,p03021,FAILED,OTHER,"ithub\transformer-defect-prediction\data\processed\sources\p03021\C++\s669550330.cpp:52:5: error: expected ';' before 'if'
     if (hp.size() == 2) {
     ^~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03021\C++\s669550330.cpp:111:1: error: expected '}' at end of input
 }
 ^
"
s875857858,p02282,FAILED,OTHER,"ocessed\sources\p02282\C++\s875857858.cpp:11:63: note:   '__gnu_cxx::__normal_iterator<int*, std::vector<int> >' is not derived from 'std::istreambuf_iterator<_CharT>'
   int m = distance(in.begin(), find(in.begin(), in.end(), root));
                                                               ^
"
s065718997,p02363,COMPILED_CLEAN,,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02363\C++\s065718997.cpp:10:23: warning: overflow in implicit constant conversion [-Woverflow]
 const int INF = 2*1e11+1;
                 ~~~~~~^~
"
s268382894,p01513,FAILED,OTHER,"ion\data\processed\sources\p01513\C++\s268382894.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01513\C++\s268382894.cpp:14:34: error: 'memset' was not declared in this scope
   memset(leak, true, sizeof(leak));
                                  ^
"
s049609058,p02122,COMPILED_CLEAN,,
s592623241,p03803,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03803\C++\s592623241.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03803\C++\s592623241.cpp:18:2: error: 'return0' was not declared in this scope
  return0;}
  ^~~~~~~
"
s025248678,p03709,COMPILED_CLEAN,,
s209596642,p00166,FAILED,OTHER,"-prediction\data\processed\sources\p00166\C++\s209596642.cpp:27:5: error: 's1' was not declared in this scope
     s1 += calc(c);
     ^~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00166\C++\s209596642.cpp:30:5: error: 's' was not declared in this scope
     s = 360;
     ^
"
s458133805,p03979,FAILED,OTHER,"+\s458133805.cpp:17:15: error: expected primary-expression before '>' token
  vector<string>v(n);
               ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03979\C++\s458133805.cpp:17:19: error: 'v' was not declared in this scope
  vector<string>v(n);
                   ^
"
s441228448,p02756,FAILED,OTHER,"cxx::__alloc_traits<typename __gnu_cxx::__alloc_traits<_Alloc>::rebind<_CharT>::other>::const_pointer = const char*]
       insert(__const_iterator __p, _CharT __c)
       ^~~~~~
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\bits\basic_string.h:1521:7: note:   candidate expects 2 arguments, 1 provided
"
s017759956,p02397,FAILED,OTHER,"4: error: expected ')' before ';' token
 for(int x,y,i=0;  ; i++;){
                        ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02397\C++\s017759956.cpp:4:25: error: expected primary-expression before ')' token
 for(int x,y,i=0;  ; i++;){
                         ^
"
s472875303,p03708,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03708\C++\s472875303.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03708\C++\s472875303.cpp:13:2: error: 'ans' was not declared in this scope
  ans = (1ll << r+1) - a;
  ^~~
"
s250114559,p00303,FAILED,OTHER,"t-prediction\data\processed\sources\p00303\C++\s250114559.cpp: In function 'int scc()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00303\C++\s250114559.cpp:58:30: error: 'memset' was not declared in this scope
  memset(used, 0, sizeof(used));
                              ^
"
s679217056,p02469,FAILED,LINKER,"pace std; main(){ int a,n,x=1; cin>>n; while(n--){ cin>>a; x=x*a/__gcd(x,a); } cout<<x<<endl; }
                         ^~~~~
c:/mingw/bin/../lib/gcc/mingw32/6.3.0/../../../libmingw32.a(main.o):(.text.startup+0xa0): undefined reference to `WinMain@16'
collect2.exe: error: ld returned 1 exit status
"
s024143909,p03346,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03346\C++\s024143909.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03346\C++\s024143909.cpp:15:5: error: 'flag' was not declared in this scope
     flag=1;
     ^~~~
"
s702094379,p00023,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00023\C++\s702094379.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00023\C++\s702094379.cpp:31:3: error: expected '}' at end of input
   }
   ^
"
s899043954,p03507,FAILED,OTHER,"Github\transformer-defect-prediction\data\processed\sources\p03507\C++\s899043954.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03507\C++\s899043954.cpp:21:13: error: 'mid' was not declared in this scope
     cout << mid << endl;
             ^~~
"
s804867684,p00860,FAILED,OTHER,"ning: overflow in implicit constant conversion [-Woverflow]
 #define INF (1 << 21)
             ~~~^~~~~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00860\C++\s804867684.cpp:133:25: note: in expansion of macro 'INF'
       cost[num][i][j] = INF;
                         ^~~
"
s750435306,p00492,COMPILED_CLEAN,,
s130722274,p03166,FAILED,OTHER,"e
         G[x].push_back(y);
         ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03166\C++\s130722274.cpp:43:55: error: 'G' was not declared in this scope
     for (int i = 0; i < n; i++) ans = max(ans, rec(i, G));
                                                       ^
"
s360965117,p03486,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03486\C++\s360965117.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03486\C++\s360965117.cpp:8:12: error: 'i' was not declared in this scope
   cin >> b[i];
            ^
"
s102072942,p01757,FAILED,OTHER," before ';' token
   for(int rank=n;rank>=0;rank--){
                         ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01757\C++\s102072942.cpp:18:30: error: missing template arguments before '--' token
   for(int rank=n;rank>=0;rank--){
                              ^~
"
s826450775,p02657,FAILED,OTHER,"fect-prediction\data\processed\sources\p02657\C++\s826450775.cpp:8:3: error: 'cin' was not declared in this scope
   cin>>a>>b;
   ^~~
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02657\C++\s826450775.cpp:9:3: error: 'cout' was not declared in this scope
   cout<<a*b;
   ^~~~
"
s305536350,p00840,FAILED,OTHER,"                                          ^
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00840\C++\s305536350.cpp:35:23: error: request for member 'push_back' in 'res[i]', which is of non-class type 'int'
           else res[i].push_back(pos);
                       ^~~~~~~~~
"
s468229562,p02625,FAILED,OTHER,"p:610:78: fatal error: ext/pb_ds/detail/resize_policy/hash_standard_resize_policy_imp.hpp: No such file or directory
 #include <ext/pb_ds/detail/resize_policy/hash_standard_resize_policy_imp.hpp>
                                                                              ^
compilation terminated.
"
s647544238,p00321,COMPILED_CLEAN,,
s700010489,p02912,FAILED,OTHER,"o known conversion for argument 1 from 'int' to 'std::priority_queue<int>&&'
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p02912\C++\s700010489.cpp:22:13: error: no match for 'operator[]' (operand types are 'std::priority_queue<int>' and 'int')
     ans += A[i];
             ^
"
s769163443,p02809,FAILED,OTHER,"u_cxx::__alloc_traits<typename std::_Vector_base<_Tp, _Alloc>::_Tp_alloc_type>::const_pointer = const int*]
       erase(const_iterator __first, const_iterator __last)
       ^~~~~
c:\mingw\lib\gcc\mingw32\6.3.0\include\c++\bits\stl_vector.h:1174:7: note:   candidate expects 2 arguments, 1 provided
"
s444170360,p02399,FAILED,OTHER,"st wchar_t *, ...);
                                                    ^~~~~~
c:\mingw\include\stdio.h:1007:53: error: 'size_t' has not been declared
 __cdecl __MINGW_NOTHROW  int vsnwprintf (wchar_t *, size_t, const wchar_t *, __VALIST);
                                                     ^~~~~~
"
s730601252,p01688,FAILED,OTHER,"Github\transformer-defect-prediction\data\processed\sources\p01688\C++\s730601252.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p01688\C++\s730601252.cpp:75:10: error: 'score' was not declared in this scope
  cout << score << endl;
          ^~~~~
"
s602093108,p00055,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00055\C++\s602093108.cpp: In function 'int main()':
D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p00055\C++\s602093108.cpp:28:3: error: expected '}' at end of input
   }
   ^
"
s811946677,p02297,COMPILED_CLEAN,,
s853999800,p01389,COMPILED_CLEAN,,
s444953690,p03072,FAILED,OTHER,"D:\Dev\Github\transformer-defect-prediction\data\processed\sources\p03072\C++\s444953690.cpp:1:1: error: 'N' does not name a type
 N=int(input())
 ^
"
